packet,sequence,packet_time_utc,block,channel,return,azimuth_deg,elevation_deg,distance_m,reflectivity,firing_time_offset_us,x,y,z
2,39615,2025-06-10 16:36:59.923981+00:00,8,10,strongest,119.7295776,-3.0,0.468,1,33.216,0.40584283795762366,-0.23176641837003123,-0.024493227521697716
2,39615,2025-06-10 16:36:59.923981+00:00,8,11,strongest,119.740464,-5.0,0.48,1,36.24,0.41518911226922817,-0.23720846148503358,-0.041834756518875915
2,39615,2025-06-10 16:36:59.923981+00:00,8,12,strongest,119.75135039999999,-7.0,0.488,1,39.264,0.4205173025071713,-0.2403585883866595,-0.059472239581711966
2,39615,2025-06-10 16:36:59.923981+00:00,8,13,strongest,119.7622368,-9.0,0.5,1,42.288,0.4287025767130874,-0.24514519219526543,-0.07821723252011543
2,39615,2025-06-10 16:36:59.923981+00:00,8,14,strongest,119.7731232,-11.0,0.516,1,45.312,0.43965826741432834,-0.2515208541751523,-0.09845744161429712
2,39615,2025-06-10 16:36:59.923981+00:00,8,15,strongest,119.7840096,-13.0,0.552,0,48.336,0.4668042048017073,-0.2671683082276347,-0.12417298199781349
3,39616,2025-06-10 16:36:59.924381+00:00,1,10,strongest,119.9095776,-3.0,0.468,1,33.216,0.4051127207255426,-0.23304026543050213,-0.024493227521697716
3,39616,2025-06-10 16:36:59.924381+00:00,1,11,strongest,119.92046400000001,-5.0,0.47200000000000003,1,36.24,0.4075344880562785,-0.2345364497647282,-0.04113751057689466
3,39616,2025-06-10 16:36:59.924381+00:00,1,12,strongest,119.9313504,-7.0,0.484,1,39.264,0.4163194630860496,-0.23969752289708438,-0.058984762208091374
3,39616,2025-06-10 16:36:59.924381+00:00,1,13,strongest,119.9422368,-9.0,0.492,1,42.288,0.4210834310270341,-0.24254693647773848,-0.07696575679979359
3,39616,2025-06-10 16:36:59.924381+00:00,1,14,strongest,119.95312320000001,-11.0,0.496,1,45.312,0.42185561592775195,-0.24309847982405902,-0.09464126170676622
3,39616,2025-06-10 16:36:59.924381+00:00,1,15,strongest,119.96400960000001,-13.0,0.532,0,48.336,0.4490798668424394,-0.25890039837100415,-0.11967396091093618
3,39616,2025-06-10 16:36:59.924381+00:00,2,10,strongest,120.0895776,-3.0,0.46,1,33.216,0.39746615040480976,-0.2303064823498124,-0.024074539871754164
3,39616,2025-06-10 16:36:59.924381+00:00,2,11,strongest,120.100464,-5.0,0.47600000000000003,1,36.24,0.41024308102926615,-0.23781403489042033,-0.04148613354788529
3,39616,2025-06-10 16:36:59.924381+00:00,2,12,strongest,120.11135039999999,-7.0,0.488,1,39.264,0.41899879424144837,-0.24299601466556578,-0.059472239581711966
3,39616,2025-06-10 16:36:59.924381+00:00,2,13,strongest,120.1222368,-9.0,0.492,1,42.288,0.4203193706449242,-0.2438686099949927,-0.07696575679979359
3,39616,2025-06-10 16:36:59.924381+00:00,2,14,strongest,120.1331232,-11.0,0.508,0,45.312,0.431277475925005,-0.25033602593757553,-0.09693096965128477
3,39616,2025-06-10 16:36:59.924381+00:00,2,15,strongest,120.1440096,-13.0,0.528,0,48.336,0.44489388425825777,-0.2583527268122663,-0.11877415669356073
3,39616,2025-06-10 16:36:59.924381+00:00,3,10,strongest,120.2695776,-3.0,0.46,1,33.216,0.3967406610267221,-0.2315540205179838,-0.024074539871754164
3,39616,2025-06-10 16:36:59.924381+00:00,3,11,strongest,120.28046400000001,-5.0,0.484,1,36.24,0.4163761941087879,-0.24312019141629282,-0.04218337948986655
